  idx        ==1700A==         |        ==1800A==         |        ==1900A==         |        ==2000A==         |        ==2100A==         |        ==2200A==         |        ==2300A==         |        ==2400A==         |        ==2500A==         |        ==2600A==         |        ==2700A==         |  
          Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |     Vr (V)  I_photo (A)  |  
-----  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  ----------------------  |  
  305     0.9373     1.30e-10  |     0.8152     2.46e-10  |     0.6930     4.31e-10  |     0.5709     7.71e-10  |     0.4793     1.24e-09  |     0.3969     2.00e-09  |     0.3236     2.93e-09  |     0.2534     4.03e-09  |     0.1832     5.63e-09  |     0.1282     7.15e-09  |     0.0702     9.40e-09  |  
  306     0.9404     1.26e-10  |     0.8178     2.51e-10  |     0.6953     4.64e-10  |     0.5728     7.39e-10  |     0.4809     1.33e-09  |     0.3982     1.85e-09  |     0.3247     2.88e-09  |     0.2542     3.75e-09  |     0.1838     5.77e-09  |     0.1286     7.64e-09  |     0.0704     9.49e-09  |  
  307     0.9434     1.32e-10  |     0.8205     2.46e-10  |     0.6976     4.60e-10  |     0.5747     7.60e-10  |     0.4825     1.25e-09  |     0.3995     1.89e-09  |     0.3257     2.90e-09  |     0.2551     4.10e-09  |     0.1844     5.62e-09  |     0.1291     7.51e-09  |     0.0707     1.01e-08  |  
  308     0.9465     1.27e-10  |     0.8232     2.58e-10  |     0.6999     4.58e-10  |     0.5765     8.24e-10  |     0.4840     1.31e-09  |     0.4008     1.91e-09  |     0.3268     2.83e-09  |     0.2559     4.12e-09  |     0.1850     5.54e-09  |     0.1295     7.47e-09  |     0.0709     9.91e-09  |  
  309     0.9496     1.23e-10  |     0.8259     2.52e-10  |     0.7021     4.63e-10  |     0.5784     8.46e-10  |     0.4856     1.26e-09  |     0.4021     1.88e-09  |     0.3279     2.75e-09  |     0.2567     4.12e-09  |     0.1856     5.78e-09  |     0.1299     7.49e-09  |     0.0711     9.65e-09  |  
  310     0.9526     1.27e-10  |     0.8285     2.59e-10  |     0.7044     4.60e-10  |     0.5803     7.81e-10  |     0.4872     1.25e-09  |     0.4034     1.97e-09  |     0.3289     2.77e-09  |     0.2576     3.84e-09  |     0.1862     5.54e-09  |     0.1303     7.82e-09  |     0.0714     9.46e-09  |  
  311     0.9557     1.29e-10  |     0.8312     2.65e-10  |     0.7067     4.78e-10  |     0.5821     7.65e-10  |     0.4888     1.19e-09  |     0.4047     1.94e-09  |     0.3300     2.69e-09  |     0.2584     4.18e-09  |     0.1868     5.51e-09  |     0.1308     7.36e-09  |     0.0716     9.64e-09  |  
  312     0.9588     1.38e-10  |     0.8339     2.44e-10  |     0.7089     4.66e-10  |     0.5840     8.05e-10  |     0.4903     1.22e-09  |     0.4060     1.88e-09  |     0.3311     2.85e-09  |     0.2592     3.91e-09  |     0.1874     5.09e-09  |     0.1312     7.43e-09  |     0.0718     9.99e-09  |  
  313     0.9619     1.28e-10  |     0.8366     2.62e-10  |     0.7112     4.67e-10  |     0.5859     7.73e-10  |     0.4919     1.16e-09  |     0.4073     1.86e-09  |     0.3321     2.86e-09  |     0.2601     3.93e-09  |     0.1880     5.22e-09  |     0.1316     7.38e-09  |     0.0721     9.98e-09  |  
  314     0.9649     1.23e-10  |     0.8392     2.56e-10  |     0.7135     4.51e-10  |     0.5878     7.63e-10  |     0.4935     1.36e-09  |     0.4086     1.99e-09  |     0.3332     2.77e-09  |     0.2609     3.88e-09  |     0.1886     5.52e-09  |     0.1320     7.33e-09  |     0.0723     9.58e-09  |  
  315     0.9680     1.29e-10  |     0.8419     2.47e-10  |     0.7158     4.64e-10  |     0.5896     8.38e-10  |     0.4950     1.27e-09  |     0.4099     1.93e-09  |     0.3342     3.02e-09  |     0.2617     4.17e-09  |     0.1892     5.47e-09  |     0.1324     7.83e-09  |     0.0725     9.45e-09  |  
  316     0.9711     1.28e-10  |     0.8446     2.42e-10  |     0.7180     4.41e-10  |     0.5915     7.37e-10  |     0.4966     1.25e-09  |     0.4112     1.86e-09  |     0.3353     2.82e-09  |     0.2625     4.11e-09  |     0.1898     5.66e-09  |     0.1328     7.44e-09  |     0.0727     9.86e-09  |  
  317     0.9742     1.29e-10  |     0.8472     2.50e-10  |     0.7203     4.64e-10  |     0.5934     7.44e-10  |     0.4982     1.32e-09  |     0.4125     1.88e-09  |     0.3364     2.75e-09  |     0.2634     3.98e-09  |     0.1904     5.42e-09  |     0.1333     7.17e-09  |     0.0730     9.34e-09  |  
  318     0.9772     1.29e-10  |     0.8499     2.53e-10  |     0.7226     4.50e-10  |     0.5953     8.09e-10  |     0.4998     1.24e-09  |     0.4138     1.94e-09  |     0.3374     2.78e-09  |     0.2642     3.89e-09  |     0.1910     5.67e-09  |     0.1337     7.23e-09  |     0.0732     9.19e-09  |  
  319     0.9803     1.32e-10  |     0.8526     2.55e-10  |     0.7248     4.59e-10  |     0.5971     7.49e-10  |     0.5013     1.25e-09  |     0.4151     2.06e-09  |     0.3385     2.81e-09  |     0.2650     3.97e-09  |     0.1916     5.22e-09  |     0.1341     7.59e-09  |     0.0734     9.11e-09  |  
  320     0.9834     1.25e-10  |     0.8553     2.45e-10  |     0.7271     4.82e-10  |     0.5990     7.40e-10  |     0.5029     1.22e-09  |     0.4164     1.89e-09  |     0.3395     2.68e-09  |     0.2659     4.02e-09  |     0.1922     5.33e-09  |     0.1345     7.17e-09  |     0.0737     9.43e-09  |  
  321     0.9865     1.32e-10  |     0.8579     2.45e-10  |     0.7294     4.59e-10  |     0.6009     8.01e-10  |     0.5045     1.26e-09  |     0.4177     1.95e-09  |     0.3406     2.91e-09  |     0.2667     3.92e-09  |     0.1928     5.46e-09  |     0.1349     6.86e-09  |     0.0739     9.25e-09  |  
  322     0.9895     1.28e-10  |     0.8606     2.52e-10  |     0.7317     4.62e-10  |     0.6027     7.63e-10  |     0.5060     1.26e-09  |     0.4190     1.86e-09  |     0.3417     2.91e-09  |     0.2675     3.89e-09  |     0.1934     5.49e-09  |     0.1354     7.61e-09  |     0.0741     8.95e-09  |  
  323     0.9926     1.35e-10  |     0.8633     2.53e-10  |     0.7339     4.47e-10  |     0.6046     7.27e-10  |     0.5076     1.26e-09  |     0.4203     1.87e-09  |     0.3427     2.76e-09  |     0.2684     3.99e-09  |     0.1940     5.43e-09  |     0.1358     7.36e-09  |     0.0744     9.07e-09  |  
  324     0.9957     1.29e-10  |     0.8659     2.48e-10  |     0.7362     4.38e-10  |     0.6065     7.82e-10  |     0.5092     1.31e-09  |     0.4216     1.94e-09  |     0.3438     2.80e-09  |     0.2692     3.94e-09  |     0.1946     5.78e-09  |     0.1362     7.70e-09  |     0.0746     9.88e-09  |  
  325     0.9988     1.35e-10  |     0.8686     2.35e-10  |     0.7385     4.73e-10  |     0.6084     7.22e-10  |     0.5108     1.31e-09  |     0.4229     1.97e-09  |     0.3448     2.72e-09  |     0.2700     4.01e-09  |     0.1952     5.36e-09  |     0.1366     7.31e-09  |     0.0748     9.59e-09  |  
  326     1.0018     1.23e-10  |     0.8713     2.38e-10  |     0.7408     4.60e-10  |     0.6102     7.91e-10  |     0.5123     1.26e-09  |     0.4242     1.88e-09  |     0.3459     2.65e-09  |     0.2708     3.76e-09  |     0.1958     5.30e-09  |     0.1371     7.37e-09  |     0.0751     9.61e-09  |  
  327     1.0049     1.21e-10  |     0.8740     2.51e-10  |     0.7430     4.50e-10  |     0.6121     7.70e-10  |     0.5139     1.25e-09  |     0.4255     1.91e-09  |     0.3470     2.85e-09  |     0.2717     4.20e-09  |     0.1964     5.36e-09  |     0.1375     7.33e-09  |     0.0753     9.28e-09  |  
  328     1.0080     1.28e-10  |     0.8766     2.42e-10  |     0.7453     4.25e-10  |     0.6140     7.69e-10  |     0.5155     1.22e-09  |     0.4268     1.89e-09  |     0.3480     2.80e-09  |     0.2725     3.84e-09  |     0.1970     5.16e-09  |     0.1379     7.39e-09  |     0.0755     8.68e-09  |  
  329     1.0110     1.25e-10  |     0.8793     2.41e-10  |     0.7476     4.41e-10  |     0.6159     7.58e-10  |     0.5171     1.28e-09  |     0.4281     1.88e-09  |     0.3491     2.71e-09  |     0.2733     4.04e-09  |     0.1976     5.62e-09  |     0.1383     7.45e-09  |     0.0757     9.70e-09  |  
  330     1.0141     1.22e-10  |     0.8820     2.27e-10  |     0.7499     4.41e-10  |     0.6177     7.87e-10  |     0.5186     1.23e-09  |     0.4294     1.83e-09  |     0.3502     2.83e-09  |     0.2742     3.98e-09  |     0.1982     5.33e-09  |     0.1387     7.50e-09  |     0.0760     9.03e-09  |  
  331     1.0172     1.26e-10  |     0.8847     2.55e-10  |     0.7521     4.65e-10  |     0.6196     7.57e-10  |     0.5202     1.21e-09  |     0.4307     1.93e-09  |     0.3512     2.69e-09  |     0.2750     3.83e-09  |     0.1988     5.08e-09  |     0.1392     7.09e-09  |     0.0762     9.33e-09  |  
  332     1.0203     1.33e-10  |     0.8873     2.52e-10  |     0.7544     4.40e-10  |     0.6215     7.89e-10  |     0.5218     1.26e-09  |     0.4320     1.82e-09  |     0.3523     2.80e-09  |     0.2758     3.83e-09  |     0.1994     5.60e-09  |     0.1396     7.46e-09  |     0.0764     9.43e-09  |  
  333     1.0233     1.27e-10  |     0.8900     2.55e-10  |     0.7567     4.34e-10  |     0.6233     7.71e-10  |     0.5233     1.14e-09  |     0.4333     1.91e-09  |     0.3533     2.66e-09  |     0.2767     4.13e-09  |     0.2000     5.43e-09  |     0.1400     7.27e-09  |     0.0767     9.40e-09  |  
  334     1.0264     1.24e-10  |     0.8927     2.57e-10  |     0.7589     4.38e-10  |     0.6252     7.90e-10  |     0.5249     1.28e-09  |     0.4346     1.83e-09  |     0.3544     2.72e-09  |     0.2775     3.92e-09  |     0.2006     5.75e-09  |     0.1404     7.21e-09  |     0.0769     9.20e-09  |  
  335     1.0295     1.26e-10  |     0.8953     2.43e-10  |     0.7612     4.40e-10  |     0.6271     7.22e-10  |     0.5265     1.25e-09  |     0.4359     1.80e-09  |     0.3555     2.82e-09  |     0.2783     4.02e-09  |     0.2012     5.36e-09  |     0.1408     7.20e-09  |     0.0771     9.72e-09  |  
  336     1.0326     1.32e-10  |     0.8980     2.53e-10  |     0.7635     4.77e-10  |     0.6290     7.71e-10  |     0.5281     1.30e-09  |     0.4372     1.88e-09  |     0.3565     2.88e-09  |     0.2792     3.88e-09  |     0.2018     5.17e-09  |     0.1413     7.38e-09  |     0.0774     9.04e-09  |  
  337     1.0356     1.20e-10  |     0.9007     2.54e-10  |     0.7658     4.31e-10  |     0.6308     7.67e-10  |     0.5296     1.22e-09  |     0.4385     1.88e-09  |     0.3576     2.90e-09  |     0.2800     3.86e-09  |     0.2024     5.59e-09  |     0.1417     7.05e-09  |     0.0776     9.09e-09  |  
  338     1.0387     1.24e-10  |     0.9034     2.46e-10  |     0.7680     4.40e-10  |     0.6327     7.68e-10  |     0.5312     1.22e-09  |     0.4398     1.83e-09  |     0.3586     2.70e-09  |     0.2808     3.78e-09  |     0.2030     5.17e-09  |     0.1421     7.15e-09  |     0.0778     9.56e-09  |  
  339     1.0418     1.27e-10  |     0.9060     2.60e-10  |     0.7703     4.53e-10  |     0.6346     7.83e-10  |     0.5328     1.15e-09  |     0.4411     1.90e-09  |     0.3597     2.76e-09  |     0.2817     3.66e-09  |     0.2036     5.20e-09  |     0.1425     6.65e-09  |     0.0780     9.85e-09  |  
  340     1.0448     1.29e-10  |     0.9087     2.46e-10  |     0.7726     4.49e-10  |     0.6364     7.83e-10  |     0.5343     1.22e-09  |     0.4424     1.92e-09  |     0.3608     2.88e-09  |     0.2825     3.82e-09  |     0.2042     5.55e-09  |     0.1429     7.19e-09  |     0.0783     9.18e-09  |  
  341     1.0479     1.24e-10  |     0.9114     2.34e-10  |     0.7748     4.08e-10  |     0.6383     7.66e-10  |     0.5359     1.17e-09  |     0.4437     1.88e-09  |     0.3618     2.76e-09  |     0.2833     4.14e-09  |     0.2048     5.31e-09  |     0.1434     6.97e-09  |     0.0785     9.33e-09  |  
  342     1.0510     1.30e-10  |     0.9141     2.45e-10  |     0.7771     4.28e-10  |     0.6402     7.20e-10  |     0.5375     1.24e-09  |     0.4451     1.84e-09  |     0.3629     2.82e-09  |     0.2841     3.76e-09  |     0.2054     5.76e-09  |     0.1438     7.27e-09  |     0.0787     8.96e-09  |  
  343     1.0541     1.27e-10  |     0.9167     2.63e-10  |     0.7794     4.30e-10  |     0.6421     7.96e-10  |     0.5391     1.22e-09  |     0.4464     1.90e-09  |     0.3639     2.65e-09  |     0.2850     3.79e-09  |     0.2060     5.61e-09  |     0.1442     7.18e-09  |     0.0790     9.29e-09  |  
  344     1.0571     1.24e-10  |     0.9194     2.49e-10  |     0.7817     4.50e-10  |     0.6439     7.85e-10  |     0.5406     1.18e-09  |     0.4476     1.81e-09  |     0.3650     2.62e-09  |     0.2858     4.06e-09  |     0.2066     5.38e-09  |     0.1446     7.09e-09  |     0.0792     9.21e-09  |  
  345     1.0602     1.28e-10  |     0.9221     2.51e-10  |     0.7839     4.26e-10  |     0.6458     7.25e-10  |     0.5422     1.26e-09  |     0.4490     1.90e-09  |     0.3661     2.69e-09  |     0.2866     3.86e-09  |     0.2072     5.35e-09  |     0.1451     6.83e-09  |     0.0794     9.38e-09  |  
  346     1.0633     1.29e-10  |     0.9247     2.48e-10  |     0.7862     4.59e-10  |     0.6477     7.19e-10  |     0.5438     1.17e-09  |     0.4502     1.90e-09  |     0.3671     2.70e-09  |     0.2875     3.73e-09  |     0.2078     5.26e-09  |     0.1455     6.95e-09  |     0.0797     8.83e-09  |  
  347     1.0664     1.22e-10  |     0.9274     2.46e-10  |     0.7885     4.50e-10  |     0.6495     7.48e-10  |     0.5453     1.26e-09  |     0.4516     1.91e-09  |     0.3682     2.75e-09  |     0.2883     4.01e-09  |     0.2084     5.68e-09  |     0.1459     7.11e-09  |     0.0799     9.25e-09  |  
  348     1.0694     1.28e-10  |     0.9301     2.48e-10  |     0.7907     4.41e-10  |     0.6514     7.45e-10  |     0.5469     1.20e-09  |     0.4528     1.87e-09  |     0.3693     2.62e-09  |     0.2891     3.79e-09  |     0.2090     5.49e-09  |     0.1463     7.43e-09  |     0.0801     9.47e-09  |  
  349     1.0725     1.18e-10  |     0.9328     2.47e-10  |     0.7930     4.44e-10  |     0.6533     7.88e-10  |     0.5485     1.30e-09  |     0.4541     1.82e-09  |     0.3703     2.76e-09  |     0.2900     4.06e-09  |     0.2096     5.35e-09  |     0.1467     7.13e-09  |     0.0804     9.31e-09  |  
  350     1.0756     1.22e-10  |     0.9354     2.43e-10  |     0.7953     4.46e-10  |     0.6552     7.43e-10  |     0.5501     1.22e-09  |     0.4555     1.86e-09  |     0.3714     2.73e-09  |     0.2908     3.65e-09  |     0.2102     5.59e-09  |     0.1472     7.12e-09  |     0.0806     9.19e-09  |  
  351     1.0787     1.28e-10  |     0.9381     2.51e-10  |     0.7976     4.27e-10  |     0.6570     7.52e-10  |     0.5516     1.27e-09  |     0.4568     1.90e-09  |     0.3724     2.76e-09  |     0.2916     3.83e-09  |     0.2108     5.39e-09  |     0.1476     7.05e-09  |     0.0808     1.00e-08  |  
  352     1.0817     1.29e-10  |     0.9408     2.34e-10  |     0.7998     4.41e-10  |     0.6589     7.37e-10  |     0.5532     1.16e-09  |     0.4581     1.85e-09  |     0.3735     2.67e-09  |     0.2924     3.74e-09  |     0.2114     5.14e-09  |     0.1480     7.25e-09  |     0.0810     9.23e-09  |  
  353     1.0848     1.16e-10  |     0.9435     2.46e-10  |     0.8021     4.33e-10  |     0.6608     7.46e-10  |     0.5548     1.25e-09  |     0.4594     1.80e-09  |     0.3745     2.48e-09  |     0.2933     3.91e-09  |     0.2120     5.34e-09  |     0.1484     7.04e-09  |     0.0813     9.09e-09  |  
  354     1.0879     1.22e-10  |     0.9461     2.41e-10  |     0.8044     4.60e-10  |     0.6626     7.09e-10  |     0.5563     1.19e-09  |     0.4607     1.92e-09  |     0.3756     2.64e-09  |     0.2941     4.03e-09  |     0.2126     5.57e-09  |     0.1488     7.24e-09  |     0.0815     9.33e-09  |  
  355     1.0909     1.20e-10  |     0.9488     2.33e-10  |     0.8067     4.34e-10  |     0.6645     7.83e-10  |     0.5579     1.20e-09  |     0.4620     1.78e-09  |     0.3767     2.73e-09  |     0.2949     3.67e-09  |     0.2132     5.41e-09  |     0.1492     6.88e-09  |     0.0817     9.30e-09  |  
  356     1.0940     1.29e-10  |     0.9515     2.42e-10  |     0.8089     4.23e-10  |     0.6664     7.77e-10  |     0.5595     1.19e-09  |     0.4633     1.85e-09  |     0.3777     2.73e-09  |     0.2958     3.80e-09  |     0.2138     5.35e-09  |     0.1497     6.95e-09  |     0.0820     9.23e-09  |  
  357     1.0971     1.21e-10  |     0.9541     2.49e-10  |     0.8112     4.41e-10  |     0.6683     7.43e-10  |     0.5611     1.20e-09  |     0.4646     1.91e-09  |     0.3788     2.73e-09  |     0.2966     3.81e-09  |     0.2144     5.48e-09  |     0.1501     7.12e-09  |     0.0822     9.25e-09  |  
  358     1.1002     1.21e-10  |     0.9568     2.34e-10  |     0.8135     4.31e-10  |     0.6701     7.67e-10  |     0.5626     1.22e-09  |     0.4659     1.85e-09  |     0.3799     2.79e-09  |     0.2974     3.64e-09  |     0.2150     5.22e-09  |     0.1505     6.92e-09  |     0.0824     9.38e-09  |  
  359     1.1032     1.20e-10  |     0.9595     2.40e-10  |     0.8157     4.61e-10  |     0.6720     7.64e-10  |     0.5642     1.20e-09  |     0.4672     1.83e-09  |     0.3809     2.75e-09  |     0.2983     3.73e-09  |     0.2156     5.52e-09  |     0.1509     6.48e-09  |     0.0827     9.30e-09  |  
  360     1.1063     1.27e-10  |     0.9622     2.36e-10  |     0.8180     4.21e-10  |     0.6739     7.53e-10  |     0.5658     1.19e-09  |     0.4685     1.81e-09  |     0.3820     2.51e-09  |     0.2991     3.79e-09  |     0.2162     5.21e-09  |     0.1514     7.17e-09  |     0.0829     9.62e-09  |  
  361     1.1094     1.29e-10  |     0.9648     2.48e-10  |     0.8203     4.35e-10  |     0.6757     7.52e-10  |     0.5673     1.20e-09  |     0.4698     1.87e-09  |     0.3830     2.70e-09  |     0.2999     3.71e-09  |     0.2168     5.33e-09  |     0.1518     6.94e-09  |     0.0831     8.94e-09  |  
  362     1.1124     1.26e-10  |     0.9675     2.37e-10  |     0.8226     4.45e-10  |     0.6776     7.24e-10  |     0.5689     1.30e-09  |     0.4711     1.77e-09  |     0.3841     2.72e-09  |     0.3008     3.52e-09  |     0.2174     5.15e-09  |     0.1522     7.39e-09  |     0.0833     9.23e-09  |  
  363     1.1155     1.21e-10  |     0.9702     2.38e-10  |     0.8248     4.20e-10  |     0.6795     7.03e-10  |     0.5705     1.20e-09  |     0.4724     1.79e-09  |     0.3852     2.73e-09  |     0.3016     3.66e-09  |     0.2180     5.29e-09  |     0.1526     6.70e-09  |     0.0836     9.19e-09  |  
  364     1.1186     1.24e-10  |     0.9728     2.27e-10  |     0.8271     4.50e-10  |     0.6814     7.38e-10  |     0.5720     1.18e-09  |     0.4737     1.79e-09  |     0.3862     2.64e-09  |     0.3024     3.78e-09  |     0.2186     5.53e-09  |     0.1530     6.69e-09  |     0.0838     9.21e-09  |  
  365     1.1217     1.31e-10  |     0.9755     2.34e-10  |     0.8294     4.26e-10  |     0.6832     7.40e-10  |     0.5736     1.20e-09  |     0.4750     1.70e-09  |     0.3873     2.61e-09  |     0.3033     3.70e-09  |     0.2192     4.96e-09  |     0.1535     6.93e-09  |     0.0840     8.80e-09  |  
  366     1.1247     1.26e-10  |     0.9782     2.43e-10  |     0.8317     4.34e-10  |     0.6851     7.73e-10  |     0.5752     1.32e-09  |     0.4763     1.84e-09  |     0.3883     2.56e-09  |     0.3041     3.82e-09  |     0.2198     5.24e-09  |     0.1539     7.04e-09  |     0.0843     9.34e-09  |  
